,abdominal_pain,abnormal_menstruation,acidity,acute_liver_failure,altered_sensorium,anxiety,back_pain,belly_pain,blackheads,bladder_discomfort,blister,blood_in_sputum,bloody_stool,blurred_and_distorted_vision,breathlessness,brittle_nails,bruising,burning_micturition,chest_pain,chills,cold_hands_and_feets,coma,congestion,constipation,continuous_feel_of_urine,continuous_sneezing,cough,cramps,dark_urine,dehydration,depression,diarrhoea,dischromic _patches,distention_of_abdomen,dizziness,drying_and_tingling_lips,enlarged_thyroid,excessive_hunger,extra_marital_contacts,family_history,fast_heart_rate,fatigue,fluid_overload,foul_smell_of urine,headache,high_fever,hip_joint_pain,history_of_alcohol_consumption,increased_appetite,indigestion,inflammatory_nails,internal_itching,irregular_sugar_level,irritability,irritation_in_anus,itching,joint_pain,knee_pain,lack_of_concentration,lethargy,loss_of_appetite,loss_of_balance,loss_of_smell,malaise,mild_fever,mood_swings,movement_stiffness,mucoid_sputum,muscle_pain,muscle_wasting,muscle_weakness,nausea,neck_pain,nodal_skin_eruptions,obesity,pain_behind_the_eyes,pain_during_bowel_movements,pain_in_anal_region,painful_walking,palpitations,passage_of_gases,patches_in_throat,phlegm,polyuria,prominent_veins_on_calf,puffy_face_and_eyes,pus_filled_pimples,receiving_blood_transfusion,receiving_unsterile_injections,red_sore_around_nose,red_spots_over_body,redness_of_eyes,restlessness,runny_nose,rusty_sputum,scurring,shivering,silver_like_dusting,sinus_pressure,skin_peeling,skin_rash,slurred_speech,small_dents_in_nails,spinning_movements,spotting_ urination,stiff_neck,stomach_bleeding,stomach_pain,sunken_eyes,sweating,swelled_lymph_nodes,swelling_joints,swelling_of_stomach,swollen_blood_vessels,swollen_extremeties,swollen_legs,throat_irritation,toxic_look_(typhos),ulcers_on_tongue,unsteadiness,visual_disturbances,vomiting,watering_from_eyes,weakness_in_limbs,weakness_of_one_body_side,weight_gain,weight_loss,yellow_crust_ooze,yellow_urine,yellowing_of_eyes,yellowish_skin
chills,0.005481248592462561,0.020012946703647574,0.01847330133030571,0.009369426622175077,0.009369426622175077,0.009369426622175077,0.03405944279003023,0.09839114716525683,0.00887025503939553,0.009369426622175077,0.009369426622175077,0.0878913393493515,0.009369426622175077,0.02886251445581498,0.06445769335779092,0.009869282021013946,0.009369426622175077,0.017961526728874428,0.11606793154232412,0.0,0.009369426622175077,0.009869282021013946,0.08789133934935152,0.03405944279003023,0.009369426622175077,0.15376852840282657,0.1365151811360985,0.009369426622175077,0.04945640917880805,0.00887025503939553,0.019499009284927895,0.0426034949726859,0.00887025503939553,0.009369426622175077,0.028335966220164235,0.009369426622175077,0.009869282021013946,0.03955632466835515,0.00887025503939553,0.018985794839507956,0.03262161543056583,0.05318074825792544,0.009369426622175077,0.008371765399155899,0.09263720212859805,0.2252667743525218,0.009369426622175077,0.009369426622175077,0.009869282021013946,0.01847330133030571,0.009369426622175077,0.009369426622175077,0.009369426622175077,0.04064315499678904,0.009369426622175077,0.059632805462186536,2.493672486549795e-05,0.009369426622175077,0.009369426622175077,0.03901412164718744,0.0025417697317235335,0.02886251445581498,0.08789133934935152,0.2228581963219571,0.013763338247596877,0.018985794839507956,0.009369426622175077,0.009369426622175077,0.18886698682748426,0.00887025503939553,0.019499009284927895,0.03176910798248679,0.018985794839507956,0.00887025503939553,0.018985794839507956,0.08789133934935152,0.009369426622175077,0.009369426622175077,0.018985794839507956,0.009869282021013946,0.009369426622175077,0.00887025503939553,0.28137740456926735,0.009869282021013946,0.009369426622175077,0.009369426622175077,0.00887025503939553,0.009869282021013946,0.009869282021013946,0.009369426622175077,0.028058220443294084,0.08789133934935152,0.018985794839507956,0.08789133934935152,0.08789133934935152,0.00887025503939553,0.06598535012731072,0.009369426622175077,0.08789133934935152,0.009369426622175077,0.0010051308835329889,0.009869282021013946,0.009369426622175077,0.00887025503939553,0.00887025503939553,0.018985794839507956,0.009869282021013946,0.01847330133030571,0.00887025503939553,0.10381697361033573,0.10172718398705194,0.018985794839507956,0.009369426622175077,0.00887025503939553,0.009869282021013946,0.009369426622175077,0.08789133934935152,0.09839114716525683,0.00887025503939553,0.009369426622175077,0.009369426622175077,0.0151974393378401,0.06598535012731072,0.00887025503939553,0.00887025503939553,0.009369426622175077,0.004300814855346519,0.009369426622175077,0.009369426622175077,0.0008502670175634152,0.0764726953947294
cold_hands_and_feets,0.01076104460019052,0.39189541711839154,0.005887754514928908,0.004990874999126764,0.004990874999126764,0.004990874999126764,0.005931261567849816,0.004990874999126764,0.004725224534214257,0.004990874999126764,0.004990874999126764,0.005049163704808938,0.004990874999126764,0.0066953730900996085,0.0073551233589275586,0.9182643655136847,0.004990874999126764,0.005843792785689177,0.008780732186788914,0.009369426622175077,0.0,0.005049163704808938,0.005049163704808938,0.005931261567849816,0.004990874999126764,0.005887754514928908,0.008021651226160883,0.004990874999126764,0.00805629864718661,0.004725224534214257,0.4035328449317041,0.008021651226160883,0.004725224534214257,0.004990874999126764,0.23249002034206154,0.004990874999126764,0.9182643655136847,0.007426302314177547,0.004725224534214257,0.005931261567849816,0.005974337409400348,0.019539331585983345,0.004990874999126764,0.004459909095783744,0.01139647423568748,0.012907476472309626,0.004990874999126764,0.004990874999126764,0.005049163704808938,0.005887754514928908,0.004990874999126764,0.004990874999126764,0.004990874999126764,0.17978679560523902,0.004990874999126764,0.008677314863131462,0.008711780079512675,0.004990874999126764,0.004990874999126764,0.16234750459985878,0.011510925630936615,0.0066953730900996085,0.005049163704808938,0.008815221910741265,0.006770868438943176,0.3663922910719501,0.004990874999126764,0.004990874999126764,0.007497179772419683,0.004725224534214257,0.005974337409400348,0.011472692783195645,0.005931261567849816,0.004725224534214257,0.005931261567849816,0.005049163704808938,0.004990874999126764,0.004990874999126764,0.005931261567849816,0.005049163704808938,0.004990874999126764,0.004725224534214257,0.006770868438943176,0.005049163704808938,0.004990874999126764,0.8715224408387912,0.004725224534214257,0.005049163704808938,0.005049163704808938,0.004990874999126764,0.005974337409400348,0.005049163704808938,0.005931261567849816,0.005049163704808938,0.005049163704808938,0.004725224534214257,0.004725224534214257,0.004990874999126764,0.005049163704808938,0.004990874999126764,0.0092998208535891,0.005049163704808938,0.004990874999126764,0.004725224534214257,0.004725224534214257,0.005931261567849816,0.005049163704808938,0.005887754514928908,0.004725224534214257,0.008677314863131462,0.006733206557868482,0.005931261567849816,0.004990874999126764,0.004725224534214257,0.9182643655136847,0.004990874999126764,0.005049163704808938,0.004990874999126764,0.004725224534214257,0.004990874999126764,0.004990874999126764,0.01734325723331982,0.004725224534214257,0.004725224534214257,0.004725224534214257,0.8715224408387912,0.0073907522937036955,0.004990874999126764,0.004990874999126764,0.009474066941028508,0.010037954954329282
coma,0.07645428715749482,0.006337732111001954,0.006201585461074321,0.9182643655136847,0.005049163704808938,0.005049163704808938,0.006247414158816385,0.005049163704808938,0.004780408770126186,0.005049163704808938,0.005049163704808938,0.005318258656754704,0.005049163704808938,0.007052312335489124,0.007747297029903661,0.005318258656754704,0.005049163704808938,0.006155277895930415,0.009249100366641286,0.009869282021013946,0.005049163704808938,0.0,0.005318258656754704,0.006247414158816385,0.005049163704808938,0.006201585461074321,0.008449438807955095,0.005049163704808938,0.13230255154187,0.004780408770126186,0.00629278870438046,0.008449438807955095,0.004780408770126186,0.005049163704808938,0.007012270266354867,0.005049163704808938,0.005318258656754704,0.00782227837747873,0.004780408770126186,0.006247414158816385,0.00629278870438046,0.02660571363012765,0.005049163704808938,0.0045119929945312874,0.012004850310633863,0.044092983378239047,0.005049163704808938,0.005049163704808938,0.005318258656754704,0.006201585461074321,0.005049163704808938,0.005049163704808938,0.005049163704808938,0.007896942321888464,0.005049163704808938,0.00914015300315757,0.10617392341422245,0.005049163704808938,0.005049163704808938,0.007784829243502096,0.06693204981567188,0.007052312335489124,0.005318258656754704,0.009285434454328417,0.007131838695913603,0.006247414158816385,0.005049163704808938,0.005049163704808938,0.007896942321888464,0.004780408770126186,0.00629278870438046,0.05552032277338801,0.006247414158816385,0.004780408770126186,0.006247414158816385,0.005318258656754704,0.005049163704808938,0.005049163704808938,0.006247414158816385,0.005318258656754704,0.005049163704808938,0.004780408770126186,0.007131838695913603,0.005318258656754704,0.005049163704808938,0.005049163704808938,0.004780408770126186,0.005318258656754704,0.005318258656754704,0.005049163704808938,0.00629278870438046,0.005318258656754704,0.006247414158816385,0.005318258656754704,0.005318258656754704,0.004780408770126186,0.004780408770126186,0.005049163704808938,0.005318258656754704,0.005049163704808938,0.009795952581791004,0.005318258656754704,0.005049163704808938,0.004780408770126186,0.004780408770126186,0.006247414158816385,1.0,0.006201585461074321,0.004780408770126186,0.00914015300315757,0.007092165861938317,0.006247414158816385,0.005049163704808938,0.004780408770126186,0.005318258656754704,0.005049163704808938,0.005318258656754704,0.005049163704808938,0.004780408770126186,0.005049163704808938,0.005049163704808938,0.026993921306026694,0.004780408770126186,0.004780408770126186,0.004780408770126186,0.005049163704808938,0.007784829243502096,0.005049163704808938,0.005049163704808938,0.10107780282941407,0.07440932818114641
congestion,0.01133538555943468,0.006337732111001954,0.006201585461074321,0.005049163704808938,0.005049163704808938,0.005049163704808938,0.006247414158816385,0.005049163704808938,0.004780408770126186,0.005049163704808938,0.005049163704808938,0.005318258656754704,0.005049163704808938,0.007052312335489124,0.007747297029903661,0.005318258656754704,0.005049163704808938,0.006155277895930415,0.12177178969498699,0.08789133934935152,0.005049163704808938,0.005318258656754704,0.0,0.006247414158816385,0.005049163704808938,0.40273905122812137,0.133990088345374,0.005049163704808938,0.008485937991256765,0.004780408770126186,0.00629278870438046,0.008449438807955095,0.004780408770126186,0.005049163704808938,0.007012270266354867,0.005049163704808938,0.005318258656754704,0.00782227837747873,0.004780408770126186,0.006247414158816385,0.00629278870438046,0.02660571363012765,0.005049163704808938,0.0045119929945312874,0.0562898250585548,0.044092983378239047,0.005049163704808938,0.005049163704808938,0.005318258656754704,0.006201585461074321,0.005049163704808938,0.005049163704808938,0.005049163704808938,0.007896942321888464,0.005049163704808938,0.00914015300315757,0.009176461133330267,0.005049163704808938,0.005049163704808938,0.007784829243502096,0.012125433569888723,0.007052312335489124,1.0,0.10286799140191319,0.007131838695913603,0.006247414158816385,0.005049163704808938,0.005049163704808938,0.18978727565231826,0.004780408770126186,0.00629278870438046,0.012085152300542487,0.006247414158816385,0.004780408770126186,0.006247414158816385,0.005318258656754704,0.005049163704808938,0.005049163704808938,0.006247414158816385,0.005318258656754704,0.005049163704808938,0.004780408770126186,0.2651799764307406,0.005318258656754704,0.005049163704808938,0.005049163704808938,0.004780408770126186,0.005318258656754704,0.005318258656754704,0.005049163704808938,0.00629278870438046,1.0,0.006247414158816385,1.0,0.005318258656754704,0.004780408770126186,0.004780408770126186,0.005049163704808938,1.0,0.005049163704808938,0.009795952581791004,0.005318258656754704,0.005049163704808938,0.004780408770126186,0.004780408770126186,0.006247414158816385,0.005318258656754704,0.006201585461074321,0.004780408770126186,0.00914015300315757,0.23723179168698397,0.006247414158816385,0.005049163704808938,0.004780408770126186,0.005318258656754704,0.005049163704808938,1.0,0.005049163704808938,0.004780408770126186,0.005049163704808938,0.005049163704808938,0.01827084388441395,0.004780408770126186,0.004780408770126186,0.004780408770126186,0.005049163704808938,0.007784829243502096,0.005049163704808938,0.005049163704808938,0.009979520590478802,0.010573583796677137
constipation,0.01644885775096475,0.012182271095844667,0.011684868880895719,0.005931261567849816,0.005931261567849816,0.005931261567849816,0.012008478016554292,0.3663922910719501,0.005615513164866162,0.005931261567849816,0.005931261567849816,0.006247414158816385,0.3663922910719501,0.01355764285740615,0.01489591007270019,0.006247414158816385,0.005931261567849816,0.011361683215015066,0.01778988024880434,0.03405944279003023,0.005931261567849816,0.006247414158816385,0.006247414158816385,0.0,0.005931261567849816,0.011684868880895719,0.016248580083925355,0.005931261567849816,0.01631891252522686,0.005615513164866162,0.012095788142678303,0.056045781108259106,0.005615513164866162,0.005931261567849816,0.01348055609844074,0.005931261567849816,0.006247414158816385,0.015040331166214473,0.005615513164866162,0.012008478016554292,0.012095788142678303,0.0017124922208579469,0.005931261567849816,0.005300167917475721,0.012832338858574571,0.009204880193457972,0.005931261567849816,0.005931261567849816,0.006247414158816385,0.011684868880895719,0.005931261567849816,0.005931261567849816,0.005931261567849816,0.015184147996288198,0.3663922910719501,0.01757984336472201,0.017649839244705774,0.005931261567849816,0.005931261567849816,0.014968199737909988,0.023340359483189497,0.01355764285740615,0.006247414158816385,0.017859931127044832,0.013710748524884818,0.012008478016554292,0.005931261567849816,0.005931261567849816,0.015184147996288198,0.005615513164866162,0.012095788142678303,0.012460942309536482,0.012008478016554292,0.005615513164866162,0.012008478016554292,0.006247414158816385,0.3663922910719501,0.3663922910719501,0.012008478016554292,0.006247414158816385,0.005931261567849816,0.005615513164866162,0.013710748524884818,0.006247414158816385,0.005931261567849816,0.005931261567849816,0.005615513164866162,0.006247414158816385,0.006247414158816385,0.005931261567849816,0.012095788142678303,0.006247414158816385,0.012008478016554292,0.006247414158816385,0.006247414158816385,0.005615513164866162,0.005615513164866162,0.005931261567849816,0.006247414158816385,0.005931261567849816,0.018844366620391816,0.006247414158816385,0.005931261567849816,0.005615513164866162,0.005615513164866162,0.012008478016554292,0.006247414158816385,0.011684868880895719,0.005615513164866162,0.01757984336472201,0.013634368636831984,0.012008478016554292,0.005931261567849816,0.005615513164866162,0.006247414158816385,0.005931261567849816,0.006247414158816385,0.3663922910719501,0.005615513164866162,0.005931261567849816,0.005931261567849816,0.001074686397133616,0.005615513164866162,0.005615513164866162,0.005615513164866162,0.005931261567849816,0.014968199737909988,0.005931261567849816,0.005931261567849816,0.019198421055984988,0.020344496729188963
continuous_feel_of_urine,0.01076104460019052,0.006017003888572372,0.005887754514928908,0.004990874999126764,0.004990874999126764,0.004990874999126764,0.005931261567849816,0.004990874999126764,0.004725224534214257,0.8715224408387912,0.004990874999126764,0.005049163704808938,0.004990874999126764,0.0066953730900996085,0.0073551233589275586,0.005049163704808938,0.004990874999126764,0.3484345576494893,0.008780732186788914,0.009369426622175077,0.004990874999126764,0.005049163704808938,0.005049163704808938,0.005931261567849816,0.0,0.005887754514928908,0.008021651226160883,0.004990874999126764,0.00805629864718661,0.004725224534214257,0.005974337409400348,0.008021651226160883,0.004725224534214257,0.004990874999126764,0.006657360582637661,0.004990874999126764,0.005049163704808938,0.007426302314177547,0.004725224534214257,0.005931261567849816,0.005974337409400348,0.01751301287479749,0.004990874999126764,0.7390469818307438,0.01139647423568748,0.012907476472309626,0.004990874999126764,0.004990874999126764,0.005049163704808938,0.005887754514928908,0.004990874999126764,0.004990874999126764,0.004990874999126764,0.007497179772419683,0.004990874999126764,0.008677314863131462,0.008711780079512675,0.004990874999126764,0.004990874999126764,0.0073907522937036955,0.011510925630936615,0.0066953730900996085,0.005049163704808938,0.008815221910741265,0.006770868438943176,0.005931261567849816,0.004990874999126764,0.004990874999126764,0.007497179772419683,0.004725224534214257,0.005974337409400348,0.011472692783195645,0.005931261567849816,0.004725224534214257,0.005931261567849816,0.005049163704808938,0.004990874999126764,0.004990874999126764,0.005931261567849816,0.005049163704808938,0.004990874999126764,0.004725224534214257,0.006770868438943176,0.005049163704808938,0.004990874999126764,0.004990874999126764,0.004725224534214257,0.005049163704808938,0.005049163704808938,0.004990874999126764,0.005974337409400348,0.005049163704808938,0.005931261567849816,0.005049163704808938,0.005049163704808938,0.004725224534214257,0.004725224534214257,0.004990874999126764,0.005049163704808938,0.004990874999126764,0.0092998208535891,0.005049163704808938,0.004990874999126764,0.004725224534214257,0.004725224534214257,0.005931261567849816,0.005049163704808938,0.005887754514928908,0.004725224534214257,0.008677314863131462,0.006733206557868482,0.005931261567849816,0.004990874999126764,0.004725224534214257,0.005049163704808938,0.004990874999126764,0.005049163704808938,0.004990874999126764,0.004725224534214257,0.004990874999126764,0.004990874999126764,0.01734325723331982,0.004725224534214257,0.004725224534214257,0.004725224534214257,0.004990874999126764,0.0073907522937036955,0.004990874999126764,0.004990874999126764,0.009474066941028508,0.010037954954329282
continuous_sneezing,0.021225468742235944,0.011853968147472235,0.011599068767415063,0.005887754514928908,0.005887754514928908,0.005887754514928908,0.011684868880895719,0.005887754514928908,0.005574324524022563,0.005887754514928908,0.005887754514928908,0.006201585461074321,0.005887754514928908,0.013192174482129025,0.014494245211424572,0.006201585461074321,0.005887754514928908,0.011278261107459159,0.045788260626518196,0.15376852840282657,0.005887754514928908,0.006201585461074321,0.40273905122812137,0.011684868880895719,0.005887754514928908,0.0,0.0579356388505613,0.005887754514928908,0.015878722348415784,0.005574324524022563,0.0117698209976981,0.01581029493134286,0.005574324524022563,0.005887754514928908,0.013117171689669301,0.005887754514928908,0.006201585461074321,0.014634758095000654,0.005574324524022563,0.011684868880895719,0.0117698209976981,0.00127478858717519,0.005887754514928908,0.005261294464960948,0.013752684925594533,0.007931703965706688,0.005887754514928908,0.005887754514928908,0.006201585461074321,0.011599068767415063,0.005887754514928908,0.005887754514928908,0.005887754514928908,0.01477468267659968,0.005887754514928908,0.017105483883960652,0.017173582111991364,0.005887754514928908,0.005887754514928908,0.014564578679765182,0.022709528274804856,0.013192174482129025,0.40273905122812137,0.03932147964172457,0.013341140756893322,0.011684868880895719,0.005887754514928908,0.005887754514928908,0.08662235674631173,0.005574324524022563,0.0117698209976981,0.022633845872279148,0.011684868880895719,0.005574324524022563,0.011684868880895719,0.006201585461074321,0.005887754514928908,0.005887754514928908,0.011684868880895719,0.006201585461074321,0.005887754514928908,0.005574324524022563,0.13453807244528712,0.006201585461074321,0.005887754514928908,0.005887754514928908,0.005574324524022563,0.006201585461074321,0.006201585461074321,0.005887754514928908,0.0117698209976981,0.40273905122812137,0.011684868880895719,0.40273905122812137,0.006201585461074321,0.005574324524022563,0.31365429987983856,0.005887754514928908,0.40273905122812137,0.005887754514928908,0.01833571076014427,0.006201585461074321,0.005887754514928908,0.005574324524022563,0.005574324524022563,0.011684868880895719,0.006201585461074321,0.011599068767415063,0.005574324524022563,0.017105483883960652,0.12393822365504124,0.011684868880895719,0.005887754514928908,0.005574324524022563,0.006201585461074321,0.005887754514928908,0.40273905122812137,0.005887754514928908,0.005574324524022563,0.005887754514928908,0.005887754514928908,0.03427546682589079,0.31365429987983856,0.005574324524022563,0.005574324524022563,0.005887754514928908,0.014564578679765182,0.005887754514928908,0.005887754514928908,0.018680157252353648,0.01979511627984264
cough,0.056261813783525884,0.017126947065287668,0.0506931388256071,0.008021651226160883,0.008021651226160883,0.008021651226160883,0.016248580083925355,0.008021651226160883,0.007594432098755491,0.008021651226160883,0.008021651226160883,0.133990088345374,0.008021651226160883,0.024691584541696333,0.30093476068895625,0.008449438807955095,0.008021651226160883,0.015372606493266827,0.38676993548633,0.1365151811360985,0.008021651226160883,0.008449438807955095,0.133990088345374,0.016248580083925355,0.008021651226160883,0.0579356388505613,0.0,0.008021651226160883,0.04198045126416966,0.007594432098755491,0.016687463582508326,0.041798272829381734,0.007594432098755491,0.008021651226160883,0.024241643998883688,0.008021651226160883,0.008449438807955095,0.0338252383320408,0.007594432098755491,0.04897943705138405,0.06153933109222237,0.049532545136983554,0.008021651226160883,0.0071677799150608274,0.0010674536793092396,0.11094985514689171,0.008021651226160883,0.008021651226160883,0.008449438807955095,0.01581029493134286,0.008021651226160883,0.008021651226160883,0.008021651226160883,0.03475304188617219,0.008021651226160883,0.04524910036776684,0.04543068716744009,0.008021651226160883,0.008021651226160883,0.03336233891554791,0.0007004031088346953,0.024691584541696333,0.133990088345374,0.1798367019870912,0.03411326693673355,0.016248580083925355,0.008021651226160883,0.10990632498002711,0.01903858314973153,0.007594432098755491,0.016687463582508326,0.06003862380861982,0.016248580083925355,0.007594432098755491,0.016248580083925355,0.008449438807955095,0.008021651226160883,0.008021651226160883,0.016248580083925355,0.008449438807955095,0.008021651226160883,0.007594432098755491,0.44252453453490764,0.008449438807955095,0.008021651226160883,0.008021651226160883,0.007594432098755491,0.008449438807955095,0.008449438807955095,0.008021651226160883,0.016687463582508326,0.133990088345374,0.016248580083925355,0.133990088345374,0.133990088345374,0.007594432098755491,0.007594432098755491,0.008021651226160883,0.133990088345374,0.008021651226160883,0.04853184734703928,0.008449438807955095,0.008021651226160883,0.007594432098755491,0.007594432098755491,0.016248580083925355,0.008449438807955095,0.0579356388505613,0.007594432098755491,0.06294750381187993,0.17611004529729832,0.016248580083925355,0.008021651226160883,0.007594432098755491,0.008449438807955095,0.008021651226160883,0.133990088345374,0.008021651226160883,0.11822948778348831,0.008021651226160883,0.008021651226160883,0.0001139809369912068,0.007594432098755491,0.007594432098755491,0.007594432098755491,0.008021651226160883,0.017249726653628863,0.008021651226160883,0.008021651226160883,0.0013080955058444943,0.05243239671610534
cramps,0.01076104460019052,0.006017003888572372,0.005887754514928908,0.004990874999126764,0.004990874999126764,0.004990874999126764,0.005931261567849816,0.004990874999126764,0.004725224534214257,0.004990874999126764,0.004990874999126764,0.005049163704808938,0.004990874999126764,0.0066953730900996085,0.0073551233589275586,0.005049163704808938,0.8715224408387912,0.005843792785689177,0.008780732186788914,0.009369426622175077,0.004990874999126764,0.005049163704808938,0.005049163704808938,0.005931261567849816,0.004990874999126764,0.005887754514928908,0.008021651226160883,0.0,0.00805629864718661,0.004725224534214257,0.005974337409400348,0.008021651226160883,0.004725224534214257,0.004990874999126764,0.006657360582637661,0.004990874999126764,0.005049163704808938,0.007426302314177547,0.004725224534214257,0.005931261567849816,0.005974337409400348,0.024936090353259267,0.004990874999126764,0.004459909095783744,0.01139647423568748,0.012907476472309626,0.004990874999126764,0.004990874999126764,0.005049163704808938,0.005887754514928908,0.004990874999126764,0.004990874999126764,0.004990874999126764,0.007497179772419683,0.004990874999126764,0.008677314863131462,0.008711780079512675,0.004990874999126764,0.004990874999126764,0.0073907522937036955,0.011510925630936615,0.0066953730900996085,0.005049163704808938,0.008815221910741265,0.006770868438943176,0.005931261567849816,0.004990874999126764,0.004990874999126764,0.007497179772419683,0.004725224534214257,0.005974337409400348,0.011472692783195645,0.005931261567849816,0.004725224534214257,0.3663922910719501,0.005049163704808938,0.004990874999126764,0.004990874999126764,0.005931261567849816,0.005049163704808938,0.004990874999126764,0.004725224534214257,0.006770868438943176,0.005049163704808938,0.8715224408387912,0.004990874999126764,0.004725224534214257,0.005049163704808938,0.005049163704808938,0.004990874999126764,0.005974337409400348,0.005049163704808938,0.005931261567849816,0.005049163704808938,0.005049163704808938,0.004725224534214257,0.004725224534214257,0.004990874999126764,0.005049163704808938,0.004990874999126764,0.0092998208535891,0.005049163704808938,0.004990874999126764,0.004725224534214257,0.004725224534214257,0.005931261567849816,0.005049163704808938,0.005887754514928908,0.004725224534214257,0.008677314863131462,0.006733206557868482,0.005931261567849816,0.004990874999126764,0.802376555520387,0.005049163704808938,0.8715224408387912,0.005049163704808938,0.004990874999126764,0.004725224534214257,0.004990874999126764,0.004990874999126764,0.01734325723331982,0.004725224534214257,0.004725224534214257,0.004725224534214257,0.004990874999126764,0.0073907522937036955,0.004990874999126764,0.004990874999126764,0.009474066941028508,0.010037954954329282
dark_urine,0.3579670782751619,0.01720109870757355,0.015878722348415784,0.12449639630512964,0.00805629864718661,0.00805629864718661,0.01631891252522686,0.00805629864718661,0.007627230630554086,0.00805629864718661,0.00805629864718661,0.008485937991256765,0.00805629864718661,0.024798702686241517,0.03304315064531972,0.008485937991256765,0.00805629864718661,0.015439131924174124,0.04631527948687219,0.04945640917880805,0.00805629864718661,0.13230255154187,0.008485937991256765,0.01631891252522686,0.00805629864718661,0.015878722348415784,0.04198045126416966,0.00805629864718661,0.0,0.007627230630554086,0.016759704095671138,0.008832432985978658,0.007627230630554086,0.00805629864718661,0.024346797523957034,0.00805629864718661,0.008485937991256765,0.03397234325399028,0.007627230630554086,0.01631891252522686,0.016759704095671138,0.05411617613417373,0.00805629864718661,0.007198732421879745,0.06031547601257825,0.00547780808315848,0.00805629864718661,0.00805629864718661,0.008485937991256765,0.015878722348415784,0.00805629864718661,0.00805629864718661,0.00805629864718661,0.03490422009373311,0.00805629864718661,0.061830116087604796,0.17755560897211972,0.00805629864718661,0.00805629864718661,0.016694866251482646,0.1594843390583952,0.024798702686241517,0.008485937991256765,0.003948727200277469,0.03330626202511038,0.01631891252522686,0.00805629864718661,0.00805629864718661,0.01843677730987013,0.007627230630554086,0.016759704095671138,0.06450078155849465,0.01631891252522686,0.007627230630554086,0.01631891252522686,0.008485937991256765,0.00805629864718661,0.00805629864718661,0.01631891252522686,0.008485937991256765,0.00805629864718661,0.007627230630554086,0.025704416496917532,0.008485937991256765,0.00805629864718661,0.00805629864718661,0.007627230630554086,0.13230255154187,0.13230255154187,0.00805629864718661,0.016759704095671138,0.008485937991256765,0.01631891252522686,0.008485937991256765,0.008485937991256765,0.007627230630554086,0.007627230630554086,0.00805629864718661,0.008485937991256765,0.00805629864718661,0.04908471184312848,0.008485937991256765,0.00805629864718661,0.007627230630554086,0.007627230630554086,0.01631891252522686,0.13230255154187,0.015878722348415784,0.007627230630554086,0.04576406187353616,0.025251241749397992,0.01631891252522686,0.00805629864718661,0.007627230630554086,0.008485937991256765,0.00805629864718661,0.008485937991256765,0.00805629864718661,0.007627230630554086,0.00805629864718661,0.00805629864718661,0.05538246506953176,0.007627230630554086,0.007627230630554086,0.007627230630554086,0.00805629864718661,0.016694866251482646,0.00805629864718661,0.12449639630512964,0.29898434516420525,0.41160564484545925
dehydration,0.010187514188808706,0.005696686246460811,0.005574324524022563,0.004725224534214257,0.004725224534214257,0.004725224534214257,0.005615513164866162,0.004725224534214257,0.0046685430318497995,0.004725224534214257,0.004725224534214257,0.004780408770126186,0.004725224534214257,0.006338896022457823,0.006963463831158415,0.004780408770126186,0.004725224534214257,0.00553270537156084,0.008312996528597075,0.00887025503939553,0.004725224534214257,0.004780408770126186,0.004780408770126186,0.005615513164866162,0.004725224534214257,0.005574324524022563,0.007594432098755491,0.004725224534214257,0.007627230630554086,0.0,0.005656293510258646,0.11822948778348831,0.0046685430318497995,0.004725224534214257,0.006302910136657,0.004725224534214257,0.004780408770126186,0.007030846107015353,0.0046685430318497995,0.005615513164866162,0.005656293510258646,0.016577824461195885,0.004725224534214257,0.004406411954052628,0.010788969082661809,0.012219129295722317,0.004725224534214257,0.004725224534214257,0.004780408770126186,0.005574324524022563,0.004725224534214257,0.004725224534214257,0.004725224534214257,0.007097942788495803,0.004725224534214257,0.008215100378238704,0.008247725630899138,0.004725224534214257,0.004725224534214257,0.006997192344128595,0.010897299652412425,0.006338896022457823,0.004780408770126186,0.008345644855443566,0.006410366216201087,0.005615513164866162,0.004725224534214257,0.004725224534214257,0.007097942788495803,0.0046685430318497995,0.005656293510258646,0.010861111533286139,0.005615513164866162,0.0046685430318497995,0.005615513164866162,0.004780408770126186,0.004725224534214257,0.004725224534214257,0.005615513164866162,0.004780408770126186,0.004725224534214257,0.0046685430318497995,0.006410366216201087,0.004780408770126186,0.004725224534214257,0.004725224534214257,0.0046685430318497995,0.004780408770126186,0.004780408770126186,0.004725224534214257,0.005656293510258646,0.004780408770126186,0.005615513164866162,0.004780408770126186,0.004780408770126186,0.0046685430318497995,0.0046685430318497995,0.004725224534214257,0.004780408770126186,0.004725224534214257,0.008804366803920171,0.004780408770126186,0.004725224534214257,0.0046685430318497995,0.0046685430318497995,0.005615513164866162,0.004780408770126186,0.005574324524022563,0.765842480732559,0.008215100378238704,0.006374712363566501,0.005615513164866162,0.004725224534214257,0.0046685430318497995,0.004780408770126186,0.004725224534214257,0.004780408770126186,0.004725224534214257,0.0046685430318497995,0.004725224534214257,0.004725224534214257,0.018293952859193798,0.0046685430318497995,0.0046685430318497995,0.0046685430318497995,0.004725224534214257,0.006997192344128595,0.004725224534214257,0.004725224534214257,0.008969306370816216,0.009503069858327322
